,Date,시가,상한가,하한가,종가,거래량,등락률,감정,삼성 PBR,LG전자 PBR,SK하이닉스 PBR,삼성 PER,LG전자 PER,SK하이닉스 PER,예측종가,텍스트1,예측하한가,예측상한가
594,2022-05-27,66700,66900,66200,66500,11346700,0.009104704097,3.015542429,1.519999981,1.080000043,1.169999957,11.51,18.08,7.58,66297,⇩,65841,67121
